_step,step,eval/episode_reward,eval/episode_success_any,eval_idx,variant,seed,run_id,run_name
22363648.0,22363648.0,10.421875,0.3359375,86,Vanilla CRL,0,tqletfk1,crl_hu50_s0
22617600.0,22617600.0,6.1328125,0.25390625,87,Vanilla CRL,0,tqletfk1,crl_hu50_s0
22871552.0,22871552.0,5.78515625,0.17578125,88,Vanilla CRL,0,tqletfk1,crl_hu50_s0
23125504.0,23125504.0,7.29296875,0.265625,89,Vanilla CRL,0,tqletfk1,crl_hu50_s0
23379456.0,23379456.0,8.19921875,0.26171875,90,Vanilla CRL,0,tqletfk1,crl_hu50_s0
23633408.0,23633408.0,8.484375,0.28515625,91,Vanilla CRL,0,tqletfk1,crl_hu50_s0
23887360.0,23887360.0,9.31640625,0.296875,92,Vanilla CRL,0,tqletfk1,crl_hu50_s0
24141312.0,24141312.0,8.98046875,0.296875,93,Vanilla CRL,0,tqletfk1,crl_hu50_s0
24395264.0,24395264.0,9.109375,0.28515625,94,Vanilla CRL,0,tqletfk1,crl_hu50_s0
24649216.0,24649216.0,6.32421875,0.2421875,95,Vanilla CRL,0,tqletfk1,crl_hu50_s0
24903168.0,24903168.0,8.3046875,0.296875,96,Vanilla CRL,0,tqletfk1,crl_hu50_s0
25157120.0,25157120.0,7.4375,0.26953125,97,Vanilla CRL,0,tqletfk1,crl_hu50_s0
25411072.0,25411072.0,9.35546875,0.34765625,98,Vanilla CRL,0,tqletfk1,crl_hu50_s0
25665024.0,25665024.0,9.69921875,0.32421875,99,Vanilla CRL,0,tqletfk1,crl_hu50_s0
25918976.0,25918976.0,9.62109375,0.3046875,100,Vanilla CRL,0,tqletfk1,crl_hu50_s0
26172928.0,26172928.0,6.65234375,0.234375,101,Vanilla CRL,0,tqletfk1,crl_hu50_s0
26426880.0,26426880.0,8.9375,0.30078125,102,Vanilla CRL,0,tqletfk1,crl_hu50_s0
26680832.0,26680832.0,8.7734375,0.32421875,103,Vanilla CRL,0,tqletfk1,crl_hu50_s0
26934784.0,26934784.0,8.3671875,0.296875,104,Vanilla CRL,0,tqletfk1,crl_hu50_s0
27188736.0,27188736.0,8.69140625,0.33203125,105,Vanilla CRL,0,tqletfk1,crl_hu50_s0
27442688.0,27442688.0,7.81640625,0.29296875,106,Vanilla CRL,0,tqletfk1,crl_hu50_s0
27696640.0,27696640.0,5.87890625,0.2265625,107,Vanilla CRL,0,tqletfk1,crl_hu50_s0
27950592.0,27950592.0,7.35546875,0.28125,108,Vanilla CRL,0,tqletfk1,crl_hu50_s0
28204544.0,28204544.0,9.4296875,0.34765625,109,Vanilla CRL,0,tqletfk1,crl_hu50_s0
28458496.0,28458496.0,8.34375,0.30859375,110,Vanilla CRL,0,tqletfk1,crl_hu50_s0
28712448.0,28712448.0,8.2890625,0.2734375,111,Vanilla CRL,0,tqletfk1,crl_hu50_s0
28966400.0,28966400.0,8.89453125,0.2890625,112,Vanilla CRL,0,tqletfk1,crl_hu50_s0
29220352.0,29220352.0,8.34765625,0.3046875,113,Vanilla CRL,0,tqletfk1,crl_hu50_s0
29474304.0,29474304.0,9.73828125,0.3046875,114,Vanilla CRL,0,tqletfk1,crl_hu50_s0
29728256.0,29728256.0,8.36328125,0.2421875,115,Vanilla CRL,0,tqletfk1,crl_hu50_s0
29982208.0,29982208.0,9.59375,0.29296875,116,Vanilla CRL,0,tqletfk1,crl_hu50_s0
30236160.0,30236160.0,12.62890625,0.41015625,117,Vanilla CRL,0,tqletfk1,crl_hu50_s0
30490112.0,30490112.0,10.76953125,0.34765625,118,Vanilla CRL,0,tqletfk1,crl_hu50_s0
30744064.0,30744064.0,11.0859375,0.3359375,119,Vanilla CRL,0,tqletfk1,crl_hu50_s0
30998016.0,30998016.0,10.265625,0.34375,120,Vanilla CRL,0,tqletfk1,crl_hu50_s0
